AID#,Orig pre-sprted Order,Grant #,Assay Name,Assay Target,Assay Sub-type,Assay Center,Grant Title,Assay Provider,Project UID,summary_aid_and_NA,summary_aid
2503,,MH084844-01,SAR analysis of muramyl dipeptide (MDP) induced IL-8 secretion in MCF-7/NOD2 cells (NOD1) (AP),Secondary,Selectivity/Specificity Assay,Burnham,High Throughput Screening Assays for NOD1 and NOD2 Inhibitors,John Reed,244,#N/A,
2504,,MH084844-01,SAR analysis of tumor necrosis factor alpha (TNF-alpha) induced IL-8 secretion in MCF-7/NOD1 cells. (AP),Secondary,Selectivity/Specificity Assay,Burnham,High Throughput Screening Assays for NOD1 and NOD2 Inhibitors,John Reed,244,#N/A,
2505,,MH084844-01,SAR analysis of GM-Tri-DAP induced IL-8 secretion in MCF-7/NOD1 cells (NOD1) (AP),Secondary,Selectivity/Specificity Assay,Burnham,High Throughput Screening Assays for NOD1 and NOD2 Inhibitors,John Reed,244,#N/A,
2789,,MH084844-01,SAR analysis of NF-kB dependent luciferase using Doxorucibin as an inducer (NOD1) (AP),Secondary,Selectivity/Specificity Assay,Burnham,High Throughput Screening Assays for NOD1 and NOD2 Inhibitors,John Reed,244,#N/A,
2792,,MH084844-01,SAR analysis of NF-kB dependent luciferase using PMA/Ionomycin as an inducer. (NOD1)(AP),Secondary,Selectivity/Specificity Assay,Burnham,High Throughput Screening Assays for NOD1 and NOD2 Inhibitors,John Reed,244,#N/A,
2793,,MH084844-01,SAR analysis of NF-kB dependent luciferase using DAP as an inducer (NOD1)(AP),Secondary,Selectivity/Specificity Assay,Burnham,High Throughput Screening Assays for NOD1 and NOD2 Inhibitors,John Reed,244,#N/A,
2798,,MH084844-01,HTS Cell-based Luciferase Reporter Assay for Inhibitors of the Nucleotide-binding Oligomerization Domain Protein NOD1,Primary,--,Burnham,High Throughput Screening Assays for NOD1 and NOD2 Inhibitors,John Reed,244,#N/A,
2798,,MH084844-01,HTS Cell-based Luciferase Reporter Assay for Inhibitors of the Nucleotide-binding Oligomerization Domain Protein NOD1,Primary,--,Burnham,High Throughput Screening Assays for NOD1 and NOD2 Inhibitors,John Reed,244,#N/A,
2800,,MH084844-01,Dose response detection of cytotoxic compounds among the hits identified in a primary reporter gene assay in NOD2OE HEK-293-T NFKB-Luc cells (NOD1),Secondary,Counter-screen Assay,Burnham,High Throughput Screening Assays for NOD1 and NOD2 Inhibitors,John Reed,244,#N/A,
2801,,MH084844-01,Dose response assay to identify hits specific to TNF?-modulated pathways to assess selectivity of hits emerging from the primary screening of the library in NOD1- and NOD2-specific assays in HEK-293-T NF?B-Luc cells (NOD1),Secondary,Counter-screen Assay,Burnham,High Throughput Screening Assays for NOD1 and NOD2 Inhibitors,John Reed,244,#N/A,
1566,,MH084844-01,HTS Cell-based Luciferase Reporter Assay for Inhibitors of the Nucleotide-binding Oligomerization Domain Protein NOD2,Primary,--,Burnham,High Throughput Screening Assays for NOD1 and NOD2 Inhibitors,John Reed,245,#N/A,
1566,,MH084844-01,HTS Cell-based Luciferase Reporter Assay for Inhibitors of the Nucleotide-binding Oligomerization Domain Protein NOD2,Primary,--,Burnham,High Throughput Screening Assays for NOD1 and NOD2 Inhibitors,John Reed,245,#N/A,
1579,,MH084844-01,HTS Cell-based Luciferase Reporter Assay for Inhibitors of the Nucleotide-binding Oligomerization Domain Protein NOD2,Primary,--,Burnham,High Throughput Screening Assays for NOD1 and NOD2 Inhibitors,John Reed,245,1579,1579
1848,,MH084844-01,uHTS Fluorescence assay for the identification of cytotoxic compounds among compounds active in NOD2 cell inhibition assay (NOD2),Secondary,Counter-screen Assay,Burnham,High Throughput Screening Assays for NOD1 and NOD2 Inhibitors,John Reed,245,#N/A,
1852,,MH084844-01,Dose response assay to identify hits specific to TNF?-modulated pathways to assess selectivity of hits emerging from the primary screening of the library in NOD1- and NOD2-specific assays in HEK-293-T NF?B-Luc cells (NOD2),Secondary,Counter-screen Assay,Burnham,High Throughput Screening Assays for NOD1 and NOD2 Inhibitors,John Reed,245,#N/A,
2001,,MH084844-01,uHTS luminescence assay for the identification of compounds that inhibit NOD2 (NOD2),Secondary,Selectivity/Specificity Assay,Burnham,High Throughput Screening Assays for NOD1 and NOD2 Inhibitors,John Reed,245,#N/A,
2260,,MH084844-01,SAR analysis of muramyl dipeptide (MDP) induced IL-8 secretion in MCF-7/NOD2 cells (NOD2) (AP),Secondary,Selectivity/Specificity Assay,Burnham,High Throughput Screening Assays for NOD1 and NOD2 Inhibitors,John Reed,245,#N/A,
2264,,MH084844-01,SAR analysis of NF-kB dependent luciferase using DAP as an inducer (NOD2) (AP),Secondary,Selectivity/Specificity Assay,Burnham,High Throughput Screening Assays for NOD1 and NOD2 Inhibitors,John Reed,245,#N/A,
2334,,MH084844-01,HTS Cell-based Luciferase Reporter Assay for Inhibitors of the Nucleotide-binding Oligomerization Domain Protein NOD2,Primary,--,Burnham,High Throughput Screening Assays for NOD1 and NOD2 Inhibitors,John Reed,245,#N/A,
2334,,MH084844-01,HTS Cell-based Luciferase Reporter Assay for Inhibitors of the Nucleotide-binding Oligomerization Domain Protein NOD2,Primary,--,Burnham,High Throughput Screening Assays for NOD1 and NOD2 Inhibitors,John Reed,245,#N/A,
2335,,MH084844-01,Dose response detection of cytotoxic compounds among the hits identified in a primary reporter gene assay in NOD2OE HEK-293-T NFKB-Luc cells (NOD2),Secondary,Counter-screen Assay,Burnham,High Throughput Screening Assays for NOD1 and NOD2 Inhibitors,John Reed,245,#N/A,
2337,,MH084844-01,Dose response assay to identify hits specific to TNF?-modulated pathways to assess selectivity of hits emerging from the primary screening of the library in NOD1- and NOD2-specific assays in HEK-293-T NF?B-Luc cells (NOD2),Secondary,Counter-screen Assay,Burnham,High Throughput Screening Assays for NOD1 and NOD2 Inhibitors,John Reed,245,#N/A,
2475,,MH084844-01,HTS Cell-based Luciferase Reporter Assay for Inhibitors of the Nucleotide-binding Oligomerization Domain Protein NOD2,Primary,--,Burnham,High Throughput Screening Assays for NOD1 and NOD2 Inhibitors,John Reed,245,#N/A,
2475,,MH084844-01,HTS Cell-based Luciferase Reporter Assay for Inhibitors of the Nucleotide-binding Oligomerization Domain Protein NOD2,Primary,--,Burnham,High Throughput Screening Assays for NOD1 and NOD2 Inhibitors,John Reed,245,#N/A,
2485,,MH084844-01,Dose response assay to identify hits specific to TNF?-modulated pathways to assess selectivity of hits emerging from the primary screening of the library in NOD1- and NOD2-specific assays in HEK-293-T NF?B-Luc cells (NOD2),Secondary,Counter-screen Assay,Burnham,High Throughput Screening Assays for NOD1 and NOD2 Inhibitors,John Reed,245,#N/A,
2799,,MH084844-01,HTS Cell-based Luciferase Reporter Assay for Inhibitors of the Nucleotide-binding Oligomerization Domain Protein NOD2,Primary,--,Burnham,High Throughput Screening Assays for NOD1 and NOD2 Inhibitors,John Reed,245,#N/A,
2799,,MH084844-01,HTS Cell-based Luciferase Reporter Assay for Inhibitors of the Nucleotide-binding Oligomerization Domain Protein NOD2,Primary,--,Burnham,High Throughput Screening Assays for NOD1 and NOD2 Inhibitors,John Reed,245,#N/A,
1672,,DA026212-01,Primary cell-based high-throughput screening assay for identification of compounds that inhibit/block inward-rectifying potassium ion channel Kir2.1,Primary,--,Hopkins Screening,High Throughput Screening for Potassium Channel Modulators,Elena Makhina,246,#N/A,
1843,,DA026212-01,Primary cell-based high-throughput screening assay for identification of compounds that inhibit/block inward-rectifying potassium ion channel Kir2.1,Primary,--,Hopkins Screening,High Throughput Screening for Potassium Channel Modulators,Elena Makhina,246,1843,1843
2032,,DA026212-01,Primary cell-based high-throughput screening assay for identification of compounds that inhibit/block inward-rectifying potassium ion channel Kir2.1,Primary,--,Hopkins Screening,High Throughput Screening for Potassium Channel Modulators,Elena Makhina,246,#N/A,
2032,,DA026212-01,Primary cell-based high-throughput screening assay for identification of compounds that inhibit/block inward-rectifying potassium ion channel Kir2.1,Primary,--,Hopkins Screening,High Throughput Screening for Potassium Channel Modulators,Elena Makhina,246,#N/A,
2105,,DA026212-01,Counter screen of Kir2.1 inhibitors with HEK-293 using Tl flux assay,Secondary,Counter-screen Assay,Hopkins Screening,High Throughput Screening for Potassium Channel Modulators,Elena Makhina,246,#N/A,
2236,,DA026212-01,Counter screen of Kir2.1 inhibitors with CHO-hERG using Tl flux assay,Secondary,Selectivity/Specificity Assay,Hopkins Screening,High Throughput Screening for Potassium Channel Modulators,Elena Makhina,246,#N/A,
2329,,DA026212-01,counter screen of Kir2.1 inhibitors with HEK-KCNK9 using Tl flux assay,Secondary,Selectivity/Specificity Assay,Hopkins Screening,High Throughput Screening for Potassium Channel Modulators,Elena Makhina,246,#N/A,
2345,,DA026212-01,Counter screen of Kir2.1 inhibitors with CHO-KCNQ2 using Tl flux assay,Secondary,Selectivity/Specificity Assay,Hopkins Screening,High Throughput Screening for Potassium Channel Modulators,Elena Makhina,246,#N/A,
2404,,DA026212-01,Secondary screen of Kir2.1 inhibitors using manual whole cell patch clamp,Secondary,MOA Assay,Hopkins Screening,High Throughput Screening for Potassium Channel Modulators,Elena Makhina,246,#N/A,
2581,,DA026212-01,Secondary screen of Kir2.1 inhibitors using IonWorks,Secondary,MOA Assay,Hopkins Screening,High Throughput Screening for Potassium Channel Modulators,Elena Makhina,246,#N/A,
2581,,DA026212-01,Secondary screen of Kir2.1 inhibitors using IonWorks,Secondary,MOA Assay,Hopkins Screening,High Throughput Screening for Potassium Channel Modulators,Elena Makhina,246,#N/A,
2591,,DA026212-01,Secondary screen of Kir2.1 inhibitors using manual whole cell patch clamp,Secondary,MOA Assay,Hopkins Screening,High Throughput Screening for Potassium Channel Modulators,Elena Makhina,246,#N/A,
2594,,DA026212-01,Primary cell-based high-throughput screening assay for identification of compounds that inhibit/block inward-rectifying potassium ion channel Kir2.1,Primary,--,Hopkins Screening,High Throughput Screening for Potassium Channel Modulators,Elena Makhina,246,#N/A,
463252,,DA026212-01,Secondary screen of Kir2.1 inhibitors using IonWorks,Secondary,MOA Assay,Hopkins Screening,High Throughput Screening for Potassium Channel Modulators,Elena Makhina,246,#N/A,
504555,,DA026212-01,Counter screen of Kir2.1 inhibitors with CHO-hERG using Tl flux assay,Secondary,Selectivity/Specificity Assay,Hopkins Screening,High Throughput Screening for Potassium Channel Modulators,Elena Makhina,246,#N/A,
504557,,DA026212-01,Primary cell-based high-throughput screening assay for identification of compounds that inhibit/block inward-rectifying potassium ion channel Kir2.1,Primary,--,Hopkins Screening,High Throughput Screening for Potassium Channel Modulators,Elena Makhina,246,#N/A,
504559,,DA026212-01,Secondary screen of Kir2.1 inhibitors using IonWorks,Secondary,MOA Assay,Hopkins Screening,High Throughput Screening for Potassium Channel Modulators,Elena Makhina,246,#N/A,
504828,,DA026212-01,Secondary screen of Kir2.1 inhibitors using manual whole cell patch clamp,Secondary,MOA Assay,Hopkins Screening,High Throughput Screening for Potassium Channel Modulators,Elena Makhina,246,#N/A,
1962,,DA026554-01,Fluorescence polarization-based biochemical high throughput primary assay to identify inhibitors of tRNA 2'- phosphotransferase (TPT1).,Primary,--,Scripps,Screen for Inhibitors of 2' Phosphotransferase,Heather Harding,247,#N/A,
1963,,DA026554-01,Fluorescence polarization-based biochemical high throughput primary assay to identify inhibitors of tRNA 2'- phosphotransferase (TPT1).,Primary,--,Scripps,Screen for Inhibitors of 2' Phosphotransferase,Heather Harding,247,1963,1963
2149,,DA026554-01,Fluorescence polarization-based biochemical high throughput primary assay to identify inhibitors of tRNA 2'- phosphotransferase (TPT1).,Primary,--,Scripps,Screen for Inhibitors of 2' Phosphotransferase,Heather Harding,247,#N/A,
2153,,DA026554-01,Counterscreen for inhibitors of tRNA 2'-phosphotransferase (TPT1): fluorescence polarization-based biochemical high throughput screening assay to identify inhibitors of RNAse T1.,Secondary,Counter-screen Assay,Scripps,Screen for Inhibitors of 2' Phosphotransferase,Heather Harding,247,#N/A,
2160,,DA026554-01,Fluorescence polarization-based biochemical high throughput primary assay to identify inhibitors of tRNA 2'- phosphotransferase (TPT1).,Primary,--,Scripps,Screen for Inhibitors of 2' Phosphotransferase,Heather Harding,247,#N/A,
2167,,DA026554-01,Counterscreen for inhibitors of tRNA 2'-phosphotransferase (TPT1): fluorescence polarization-based biochemical high throughput screening assay to identify inhibitors of RNAse T1.,Secondary,Counter-screen Assay,Scripps,Screen for Inhibitors of 2' Phosphotransferase,Heather Harding,247,#N/A,
2837,,DA026554-01,Counterscreen for inhibitors of tRNA 2'-phosphotransferase (TPT1): fluorescence polarization-based biochemical high throughput screening assay to identify inhibitors of RNAse T1.,Secondary,Counter-screen Assay,Scripps,Screen for Inhibitors of 2' Phosphotransferase,Heather Harding,247,#N/A,
2838,,DA026554-01,Fluorescence polarization-based biochemical high throughput primary assay to identify inhibitors of tRNA 2'- phosphotransferase (TPT1).,Primary,--,Scripps,Screen for Inhibitors of 2' Phosphotransferase,Heather Harding,247,#N/A,
2838,,DA026554-01,Fluorescence polarization-based biochemical high throughput primary assay to identify inhibitors of tRNA 2'- phosphotransferase (TPT1).,Primary,--,Scripps,Screen for Inhibitors of 2' Phosphotransferase,Heather Harding,247,#N/A,
434933,,DA026554-01,Counterscreen for inhibitors of tRNA 2'-phosphotransferase (TPT1): Luminescence-based cell-based high throughput dose response assay to identify cytotoxic compounds using the HepG2 and/or 3T3 cell line.,Secondary,Counter-screen Assay,Scripps,Screen for Inhibitors of 2' Phosphotransferase,Heather Harding,247,#N/A,
434934,,DA026554-01,Counterscreen for inhibitors of tRNA 2'-phosphotransferase (TPT1): Luminescence-based cell-based high throughput dose response assay to identify cytotoxic compounds using the HepG2 and/or 3T3 cell line.,Secondary,Counter-screen Assay,Scripps,Screen for Inhibitors of 2' Phosphotransferase,Heather Harding,247,#N/A,
434975,,DA026554-01,"Late stage assay for TPT1 inhibitors: disc diffusion-based assay to identify compounds that inhibit fungal growth, specifically Candida albicans",Secondary,Counter-screen Assay,Scripps,Screen for Inhibitors of 2' Phosphotransferase,Heather Harding,247,#N/A,
1822,,MH084103-01,Primary biochemical high-throughput screening assay to identify inhibitors of the Plasmodium falciparum M18 Aspartyl Aminopeptidase (PfM18AAP). Uses fluorogenic peptide substrate (H-Glu-NHMec) by purified recombinant PfM18AAP enzyme (rPfAAP).,Primary,--,Scripps,Identification of Inhibitors of the Plasmodium Falciparum M18 Metalloprotease,Donald Gardiner,248,#N/A,
1855,,MH084103-01,Primary biochemical high-throughput screening assay to identify inhibitors of the Plasmodium falciparum M18 Aspartyl Aminopeptidase (PfM18AAP). Uses fluorogenic peptide substrate (H-Glu-NHMec) by purified recombinant PfM18AAP enzyme (rPfAAP).,Primary,--,Scripps,Identification of Inhibitors of the Plasmodium Falciparum M18 Metalloprotease,Donald Gardiner,248,1855,1855
1906,,MH084103-01,QFRET-based counterscreen for PFM18AAP inhibitors: biochemical high throughput screening assay to identify inhibitors of the Cathepsin L proteinase (CTSL1).,Secondary,Counter-screen Assay,Scripps,Identification of Inhibitors of the Plasmodium Falciparum M18 Metalloprotease,Donald Gardiner,248,#N/A,
2170,,MH084103-01,Primary biochemical high-throughput screening assay to identify inhibitors of the Plasmodium falciparum M18 Aspartyl Aminopeptidase (PfM18AAP). Uses fluorogenic peptide substrate (H-Glu-NHMec) by purified recombinant PfM18AAP enzyme (rPfAAP).,Primary,--,Scripps,Identification of Inhibitors of the Plasmodium Falciparum M18 Metalloprotease,Donald Gardiner,248,#N/A,
2178,,MH084103-01,QFRET-based counterscreen for PFM18AAP inhibitors: biochemical high throughput screening assay to identify inhibitors of the Cathepsin L proteinase (CTSL1).,Secondary,Counter-screen Assay,Scripps,Identification of Inhibitors of the Plasmodium Falciparum M18 Metalloprotease,Donald Gardiner,248,#N/A,
2195,,MH084103-01,Primary biochemical high-throughput screening assay to identify inhibitors of the Plasmodium falciparum M18 Aspartyl Aminopeptidase (PfM18AAP). Uses fluorogenic peptide substrate (H-Glu-NHMec) by purified recombinant PfM18AAP enzyme (rPfAAP).,Primary,--,Scripps,Identification of Inhibitors of the Plasmodium Falciparum M18 Metalloprotease,Donald Gardiner,248,#N/A,
2196,,MH084103-01,QFRET-based counterscreen for PFM18AAP inhibitors: biochemical high throughput screening assay to identify inhibitors of the Cathepsin L proteinase (CTSL1).,Secondary,Counter-screen Assay,Scripps,Identification of Inhibitors of the Plasmodium Falciparum M18 Metalloprotease,Donald Gardiner,248,#N/A,
489011,,MH084103-01,In vitro Plasmodium falciparum asexual erythrocytic stage drug sensitivity assay (AP),Secondary,Alternate Assay,Scripps,Identification of Inhibitors of the Plasmodium Falciparum M18 Metalloprotease,Donald Gardiner,248,#N/A,
